Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed
Crewmate,Win,3,No,No,-,08m 27s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 54s,No,0
Imposter,Loss,-,-,-,2,12m 22s,No,
Crewmate,Loss,2,No,No,-,04m 54s,No,0
Imposter,Loss,-,-,-,1,05m 07s,No,
Crewmate,Win,7,Yes,No,-,09m 09s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 07s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 12s,No,0
Imposter,Win,-,-,-,4,09m 18s,No,
Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0
Crewmate,Loss,3,No,Yes,-,08m 20s,No,0
Crewmate,Loss,7,No,Yes,-,05m 49s,No,0
Crewmate,Win,8,Yes,No,-,16m 56s,No,0
Crewmate,Loss,2,No,Yes,-,09m 11s,No,0
Crewmate,Loss,8,Yes,Yes,-,15m 07s,No,0
Crewmate,Loss,8,Yes,No,-,17m 37s,No,0
Crewmate,Win,8,Yes,No,-,18m 21s,No,0
Crewmate,Win,8,Yes,No,-,11m 36s,No,1
Crewmate,Loss,6,No,Yes,-,16m 46s,No,0
Crewmate,Loss,1,No,Yes,-,08m 19s,No,0
Imposter,Win,-,-,-,1,09m 57s,No,
Crewmate,Loss,8,Yes,Yes,-,13m 49s,No,0
Crewmate,Win,2,No,No,-,07m 38s,No,0
Crewmate,Win,5,No,Yes,-,10m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 29s,No,0
Crewmate,Win,2,No,No,-,01m 13s,No,0
Crewmate,Win,1,No,No,-,01m 31s,No,0
Crewmate,Loss,8,Yes,Yes,-,11m 33s,No,0
Crewmate,Loss,4,No,No,-,07m 10s,No,0
Crewmate,Loss,8,Yes,Yes,-,20m 19s,No,1
Crewmate,Loss,3,No,Yes,-,10m 20s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 03s,No,0
Crewmate,Win,6,No,Yes,-,14m 01s,No,0
Crewmate,Loss,8,Yes,Yes,-,16m 18s,No,0
Crewmate,Win,6,No,No,-,12m 58s,No,0
Crewmate,Win,4,No,No,-,14m 59s,No,0
Crewmate,Win,8,Yes,No,-,11m 27s,No,0
Crewmate,Loss,8,Yes,Yes,-,21m 55s,No,0
Crewmate,Loss,8,Yes,No,-,12m 42s,No,0
Crewmate,Loss,7,No,Yes,-,07m 07s,No,0
Crewmate,Win,8,Yes,Yes,-,13m 24s,No,0
Crewmate,Loss,8,Yes,No,-,07m 46s,No,1
Crewmate,Loss,8,Yes,Yes,-,10m 59s,No,0
Crewmate,Win,7,No,Yes,-,13m 10s,No,0
Imposter,Win,-,-,-,2,16m 32s,No,
Crewmate,Win,1,No,Yes,-,05m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 10s,No,0
Crewmate,Win,8,Yes,No,-,19m 05s,No,0
Imposter,Loss,-,-,-,1,20m 36s,No,
Crewmate,Win,5,No,No,-,16m 11s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 42s,No,0
Crewmate,Win,3,No,Yes,-,10m 32s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 46s,No,0
Crewmate,Loss,3,No,Yes,-,05m 28s,No,0
Crewmate,Win,7,Yes,No,-,14m 13s,No,0
Imposter,Win,-,-,-,4,12m 38s,No,
Crewmate,Win,7,Yes,No,-,12m 07s,No,0
Crewmate,Win,5,No,No,-,08m 37s,No,0
Imposter,Win,-,-,-,6,15m 48s,No,
Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0
Crewmate,Win,5,No,Yes,-,06m 28s,No,0
Crewmate,Win,8,Yes,No,-,18m 02s,No,1
Imposter,Loss,-,-,-,4,16m 53s,No,
Crewmate,Loss,8,Yes,Yes,-,23m 32s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 42s,No,0
Crewmate,Loss,6,No,No,-,15m 39s,No,0
Crewmate,Win,7,Yes,Yes,-,15m 48s,No,0
Crewmate,Win,7,Yes,Yes,-,18m 02s,No,0
Imposter,Loss,-,-,-,1,17m 18s,Yes,
Crewmate,Win,4,No,No,-,13m 26s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 58s,No,0
Crewmate,Win,6,No,No,-,07m 53s,No,0
Crewmate,Win,7,Yes,Yes,-,16m 32s,No,0
Crewmate,Win,7,Yes,Yes,-,17m 03s,No,0
Crewmate,Win,6,No,No,-,05m 06s,No,0
Crewmate,Win,2,No,No,-,06m 39s,No,0
Crewmate,Win,8,Yes,No,-,10m 15s,No,0
Imposter,Win,-,-,-,3,14m 29s,No,
Crewmate,Win,8,Yes,No,-,09m 49s,No,0
Crewmate,Win,3,No,No,-,10m 41s,No,0
Crewmate,Win,4,No,No,-,09m 45s,No,0
Crewmate,Win,8,Yes,No,-,21m 39s,No,1
Crewmate,Win,8,Yes,Yes,-,14m 17s,No,0
Crewmate,Loss,0,No,Yes,-,11m 35s,No,0
Crewmate,Win,5,No,No,-,09m 01s,No,0
Crewmate,Loss,5,No,Yes,-,11m 26s,No,0
Crewmate,Win,7,Yes,Yes,-,18m 54s,No,0
Crewmate,Win,6,No,Yes,-,12m 22s,No,0
Crewmate,Loss,4,No,No,-,11m 18s,No,0
Crewmate,Win,5,No,Yes,-,14m 08s,No,0
Crewmate,Win,4,No,No,-,08m 12s,No,0
Crewmate,Loss,7,Yes,Yes,-,11m 03s,No,0
Crewmate,Win,2,No,No,-,05m 35s,No,0
Crewmate,Loss,7,Yes,No,-,13m 46s,No,0
Crewmate,Win,6,No,No,-,15m 04s,No,0
Imposter,Loss,-,-,-,1,06m 12s,No,
Crewmate,Win,2,No,Yes,-,08m 03s,No,0
Crewmate,Loss,5,No,No,-,05m 07s,No,0
Crewmate,Win,8,Yes,No,-,10m 39s,No,0
Imposter,Loss,-,-,-,5,20m 15s,No,
Crewmate,Loss,7,Yes,No,-,14m 56s,No,0
Crewmate,Win,3,No,No,-,06m 48s,No,0
Imposter,Win,-,-,-,1,09m 51s,No,
Crewmate,Win,6,Yes,No,-,12m 29s,No,1
Crewmate,Loss,2,No,Yes,-,07m 52s,No,0
Crewmate,Win,0,No,No,-,05m 24s,No,0
Crewmate,Win,0,No,No,-,02m 22s,No,0
Crewmate,Loss,0,No,No,-,05m 48s,No,1
Crewmate,Win,1,No,No,-,05m 57s,No,0
Crewmate,Win,3,No,Yes,-,19m 34s,No,0
Crewmate,Loss,7,Yes,Yes,-,13m 15s,No,0
Crewmate,Win,5,No,No,-,13m 16s,No,0
Crewmate,Win,3,No,Yes,-,11m 00s,No,0
Crewmate,Win,7,Yes,No,-,18m 01s,No,1
Imposter,Win,-,-,-,4,14m 25s,Yes,
Imposter,Loss,-,-,-,2,16m 53s,No,
Crewmate,Win,7,Yes,Yes,-,19m 25s,No,0
Crewmate,Win,4,No,No,-,08m 42s,No,0
Imposter,Win,-,-,-,4,01m 06s,No,
Crewmate,Win,3,No,No,-,08m 27s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 54s,No,0
Imposter,Loss,-,-,-,2,12m 22s,No,
Crewmate,Loss,2,No,No,-,04m 54s,No,0
Imposter,Loss,-,-,-,1,05m 07s,No,
Crewmate,Win,7,Yes,No,-,09m 09s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 07s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 12s,No,0
Imposter,Win,-,-,-,4,09m 18s,No,
Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0
Crewmate,Loss,3,No,Yes,-,08m 20s,No,0
Crewmate,Loss,7,No,Yes,-,05m 49s,No,0
Crewmate,Win,8,Yes,No,-,16m 56s,No,0
Crewmate,Loss,2,No,Yes,-,09m 11s,No,0
Crewmate,Loss,8,Yes,Yes,-,15m 07s,No,0
Crewmate,Loss,8,Yes,No,-,17m 37s,No,0
Crewmate,Win,8,Yes,No,-,18m 21s,No,0
Crewmate,Win,8,Yes,No,-,11m 36s,No,1
Crewmate,Loss,6,No,Yes,-,16m 46s,No,0
Crewmate,Loss,1,No,Yes,-,08m 19s,No,0
Imposter,Win,-,-,-,1,09m 57s,No,
Crewmate,Loss,8,Yes,Yes,-,13m 49s,No,0
Crewmate,Win,2,No,No,-,07m 38s,No,0
Crewmate,Win,5,No,Yes,-,10m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 29s,No,0
Crewmate,Win,2,No,No,-,01m 13s,No,0
Crewmate,Win,1,No,No,-,01m 31s,No,0
Crewmate,Loss,8,Yes,Yes,-,11m 33s,No,0
Crewmate,Loss,4,No,No,-,07m 10s,No,0
Crewmate,Loss,8,Yes,Yes,-,20m 19s,No,1
Crewmate,Loss,3,No,Yes,-,10m 20s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 03s,No,0
Crewmate,Win,6,No,Yes,-,14m 01s,No,0
Crewmate,Loss,8,Yes,Yes,-,16m 18s,No,0
Crewmate,Win,6,No,No,-,12m 58s,No,0
Crewmate,Win,4,No,No,-,14m 59s,No,0
Crewmate,Win,8,Yes,No,-,11m 27s,No,0
Crewmate,Loss,8,Yes,Yes,-,21m 55s,No,0
Crewmate,Loss,8,Yes,No,-,12m 42s,No,0
Crewmate,Loss,7,No,Yes,-,07m 07s,No,0
Crewmate,Win,8,Yes,Yes,-,13m 24s,No,0
Crewmate,Loss,8,Yes,No,-,07m 46s,No,1
Crewmate,Loss,8,Yes,Yes,-,10m 59s,No,0
Crewmate,Win,7,No,Yes,-,13m 10s,No,0
Imposter,Win,-,-,-,2,16m 32s,No,
Crewmate,Win,1,No,Yes,-,05m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 10s,No,0
Crewmate,Win,8,Yes,No,-,19m 05s,No,0
Imposter,Loss,-,-,-,1,20m 36s,No,
Crewmate,Win,5,No,No,-,16m 11s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 42s,No,0
Crewmate,Win,3,No,Yes,-,10m 32s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 46s,No,0
Crewmate,Loss,3,No,Yes,-,05m 28s,No,0
Crewmate,Win,7,Yes,No,-,14m 13s,No,0
Imposter,Win,-,-,-,4,12m 38s,No,
Crewmate,Win,7,Yes,No,-,12m 07s,No,0
Crewmate,Win,5,No,No,-,08m 37s,No,0
Imposter,Win,-,-,-,6,15m 48s,No,
Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0
Crewmate,Win,5,No,Yes,-,06m 28s,No,0
Crewmate,Win,8,Yes,No,-,18m 02s,No,1
Imposter,Loss,-,-,-,4,16m 53s,No,
Crewmate,Loss,8,Yes,Yes,-,23m 32s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 42s,No,0
Imposter,Loss,-,-,-,2,08m 19s,No,
Crewmate,Win,3,No,No,-,05m 46s,No,0
Crewmate,Win,3,No,No,-,04m 32s,No,0
Crewmate,Win,6,No,No,-,17m 02s,No,0
Crewmate,Win,4,No,Yes,-,05m 51s,No,0
Crewmate,Loss,4,No,Yes,-,03m 21s,No,0
Crewmate,Loss,1,No,No,-,04m 57s,No,0
Imposter,Win,-,-,-,3,05m 00s,No,
Crewmate,Win,7,Yes,No,-,13m 54s,No,0
Imposter,Win,-,-,-,3,09m 23s,No,
Crewmate,Win,7,Yes,Yes,-,21m 49s,No,1
Crewmate,Win,7,Yes,Yes,-,12m 26s,No,0
Crewmate,Win,7,Yes,No,-,14m 43s,No,0
Imposter,Loss,-,-,-,1,15m 19s,Yes,
Crewmate,Win,2,No,No,-,05m 47s,No,0
Crewmate,Win,6,Yes,No,-,08m 14s,No,0
Crewmate,Loss,8,Yes,Yes,-,23m 07s,No,2
Crewmate,Loss,8,Yes,Yes,-,15m 36s,No,0
Crewmate,Loss,7,No,No,-,16m 27s,No,0
Crewmate,Win,2,No,No,-,05m 08s,No,0
Crewmate,Win,8,Yes,No,-,10m 25s,No,1
Crewmate,Win,8,Yes,No,-,13m 45s,No,1
Imposter,Win,-,-,-,4,13m 35s,No,
Imposter,Win,-,-,-,3,12m 22s,No,
Crewmate,Win,8,Yes,Yes,-,20m 36s,No,0
Crewmate,Win,8,Yes,No,-,17m 32s,No,0
Imposter,Loss,-,-,-,3,18m 43s,No,
Crewmate,Win,5,No,No,-,05m 22s,No,0
Crewmate,Win,8,Yes,Yes,-,20m 25s,No,0
Crewmate,Win,8,Yes,Yes,-,12m 34s,No,1
Crewmate,Win,8,Yes,Yes,-,17m 40s,No,1
Crewmate,Loss,8,Yes,Yes,-,20m 16s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 38s,No,0
Crewmate,Loss,6,No,No,-,09m 58s,No,0
Crewmate,Loss,8,Yes,No,-,06m 00s,No,0
Crewmate,Loss,8,Yes,No,-,10m 46s,No,0
Crewmate,Loss,8,Yes,No,-,15m 16s,No,0
Crewmate,Win,8,Yes,No,-,16m 29s,Yes,1
Crewmate,Loss,8,Yes,Yes,-,11m 22s,No,0
Imposter,Loss,-,-,-,3,10m 18s,Yes,
Crewmate,Win,8,Yes,No,-,11m 44s,No,1
Crewmate,Win,5,No,No,-,08m 30s,No,0
Crewmate,Win,8,Yes,Yes,-,12m 35s,No,0
Crewmate,Win,7,Yes,No,-,16m 36s,No,1
Crewmate,Win,6,Yes,Yes,-,15m 40s,No,0
Crewmate,Win,7,Yes,No,-,18m 35s,No,2
Crewmate,Win,7,Yes,Yes,-,13m 57s,No,0
Crewmate,Loss,7,Yes,No,-,17m 00s,No,0
Crewmate,Win,7,Yes,Yes,-,20m 08s,No,0
Crewmate,Win,7,Yes,Yes,-,14m 54s,No,0
Crewmate,Win,7,Yes,No,-,14m 48s,No,1
Crewmate,Win,7,Yes,Yes,-,17m 29s,No,0
Crewmate,Loss,7,Yes,No,-,12m 11s,No,1
Crewmate,Loss,7,Yes,Yes,-,13m 41s,No,1
Imposter,Win,-,-,-,4,15m 15s,No,
Crewmate,Loss,7,Yes,No,-,12m 46s,No,0
Crewmate,Win,7,Yes,No,-,16m 01s,No,2
Crewmate,Win,7,Yes,Yes,-,13m 19s,No,2
Crewmate,Win,8,Yes,Yes,-,16m 33s,No,0
Crewmate,Win,4,No,Yes,-,08m 43s,No,0
Crewmate,Loss,4,No,Yes,-,10m 31s,No,0
Imposter,Loss,-,-,-,1,06m 47s,No,
Crewmate,Win,8,Yes,No,-,08m 52s,No,1
Crewmate,Loss,5,No,No,-,06m 01s,No,0
Crewmate,Win,8,Yes,No,-,15m 52s,No,1
Crewmate,Win,8,Yes,No,-,11m 01s,No,0
Crewmate,Win,8,Yes,No,-,19m 35s,No,0
Crewmate,Loss,8,Yes,No,-,19m 38s,No,1
Crewmate,Loss,6,No,No,-,11m 20s,No,1
Crewmate,Win,5,No,No,-,07m 22s,No,1
Crewmate,Win,7,No,Yes,-,05m 42s,No,0
Crewmate,Win,7,Yes,Yes,-,16m 38s,No,0
Crewmate,Win,7,Yes,No,-,19m 29s,No,1
Crewmate,Win,7,Yes,Yes,-,15m 26s,No,1
Crewmate,Loss,5,No,Yes,-,09m 08s,No,0
Crewmate,Win,7,Yes,Yes,-,11m 44s,No,0
Crewmate,Loss,7,Yes,Yes,-,19m 08s,No,3
Crewmate,Win,6,No,No,-,09m 36s,No,0
Imposter,Win,-,-,-,3,08m 44s,No,
Crewmate,Win,7,Yes,No,-,10m 38s,No,0
Imposter,Win,-,-,-,3,16m 51s,No,
Crewmate,Win,7,Yes,Yes,-,11m 06s,No,0
Crewmate,Win,6,No,No,-,06m 08s,No,2
Crewmate,Win,7,Yes,No,-,19m 41s,No,3
Crewmate,Win,4,No,No,-,15m 45s,No,0
Imposter,Loss,-,-,-,4,16m 33s,Yes,
Imposter,Loss,-,-,-,1,10m 06s,Yes,
Imposter,Win,-,-,-,1,03m 50s,No,
Crewmate,Win,7,Yes,No,-,06m 19s,No,1
Imposter,Loss,-,-,-,1,06m 46s,No,
Imposter,Win,-,-,-,2,14m 12s,No,
Crewmate,Win,3,No,Yes,-,11m 03s,No,1
Crewmate,Win,7,Yes,No,-,11m 08s,No,0
Imposter,Win,-,-,-,2,16m 41s,No,
Crewmate,Win,7,Yes,No,-,13m 42s,No,0
Crewmate,Win,7,Yes,No,-,14m 26s,No,1
Crewmate,Win,0,No,Yes,-,15m 12s,No,0
Imposter,Win,-,-,-,2,04m 09s,No,
Crewmate,Win,1,No,No,-,02m 17s,No,0
Crewmate,Win,1,No,No,-,03m 20s,No,0
Crewmate,Win,6,No,No,-,08m 20s,No,0
Crewmate,Loss,7,Yes,Yes,-,19m 45s,No,1
Crewmate,Win,3,No,No,-,05m 46s,No,0
Crewmate,Win,4,No,No,-,02m 57s,No,0
Crewmate,Win,8,Yes,Yes,-,15m 26s,No,0
Crewmate,Win,1,No,No,-,04m 00s,No,0
Imposter,Loss,-,-,-,3,20m 04s,No,
Imposter,Loss,-,-,-,4,22m 08s,No,
Crewmate,Win,7,Yes,No,-,19m 22s,No,1
Crewmate,Loss,7,Yes,Yes,-,13m 49s,No,0
Crewmate,Win,7,Yes,Yes,-,17m 17s,No,0
Imposter,Win,-,-,-,1,12m 18s,No,
Imposter,Win,-,-,-,2,09m 49s,No,
Imposter,Loss,-,-,-,3,15m 05s,No,
Imposter,Win,-,-,-,3,11m 08s,No,
Crewmate,Win,8,Yes,No,-,09m 26s,No,0
Crewmate,Win,8,Yes,Yes,-,18m 57s,No,0
Crewmate,Win,8,Yes,Yes,-,18m 51s,No,0
Crewmate,Loss,7,Yes,No,-,12m 53s,No,0
Imposter,Loss,-,-,-,1,12m 20s,Yes,
Crewmate,Win,5,No,Yes,-,10m 13s,No,1
Crewmate,Win,7,Yes,Yes,-,17m 43s,No,0
Crewmate,Win,8,Yes,Yes,-,20m 44s,No,3
Imposter,Loss,-,-,-,2,15m 19s,No,
Imposter,Win,-,-,-,1,07m 38s,No,
Crewmate,Loss,2,No,Yes,-,06m 03s,No,0
Crewmate,Win,8,Yes,No,-,04m 41s,No,1
Imposter,Win,-,-,-,2,10m 08s,No,
Imposter,Loss,-,-,-,5,10m 59s,No,
Crewmate,Win,8,Yes,No,-,13m 10s,No,1
Crewmate,Win,8,Yes,No,-,15m 36s,No,2
Crewmate,Loss,8,Yes,Yes,-,16m 02s,No,0
Imposter,Loss,-,-,-,1,04m 14s,Yes,
Crewmate,Win,3,No,Yes,-,10m 41s,No,0
Crewmate,Win,1,No,No,-,12m 33s,No,1
Crewmate,Win,7,Yes,Yes,-,17m 49s,No,2
Crewmate,Loss,7,Yes,Yes,-,15m 10s,No,0
Crewmate,Loss,7,Yes,Yes,-,11m 41s,No,1
Crewmate,Loss,0,No,Yes,-,02m 29s,No,0
Crewmate,Win,8,Yes,No,-,13m 21s,No,0
Crewmate,Win,8,Yes,Yes,-,15m 04s,No,0
Crewmate,Loss,8,Yes,No,-,09m 45s,No,1
Imposter,Win,-,-,-,2,11m 35s,No,
Imposter,Win,-,-,-,2,09m 08s,No,
Imposter,Win,-,-,-,4,17m 41s,No,
Imposter,Win,-,-,-,4,14m 01s,No,
Crewmate,Loss,7,Yes,Yes,-,08m 17s,No,1
Crewmate,Win,7,Yes,Yes,-,20m 36s,No,0
Crewmate,Win,7,Yes,No,-,07m 11s,No,0
Crewmate,Win,5,No,No,-,07m 30s,No,0
Crewmate,Win,7,Yes,No,-,13m 54s,No,0
Crewmate,Loss,7,Yes,Yes,-,08m 09s,No,0
Crewmate,Loss,6,No,Yes,-,11m 19s,No,4
Crewmate,Win,7,Yes,Yes,-,13m 45s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0
Crewmate,Loss,8,Yes,Yes,-,20m 15s,No,4
Crewmate,Loss,2,No,No,-,14m 51s,Yes,2
Crewmate,Win,8,Yes,No,-,16m 30s,No,0
Crewmate,Win,8,Yes,No,-,10m 40s,No,2
Crewmate,Win,8,Yes,Yes,-,20m 04s,No,1
Crewmate,Loss,8,Yes,Yes,-,15m 52s,No,0
Crewmate,Win,5,No,No,-,07m 31s,No,0
Imposter,Loss,-,-,-,2,12m 35s,No,
Crewmate,Loss,0,No,Yes,-,05m 54s,No,0
Imposter,Win,-,-,-,1,12m 44s,No,
Crewmate,Loss,3,No,No,-,11m 12s,No,3
Imposter,Win,-,-,-,2,12m 31s,No,
Crewmate,Win,7,Yes,No,-,18m 42s,No,1
Crewmate,Win,3,No,No,-,07m 18s,No,0
Crewmate,Win,5,No,No,-,08m 20s,No,0
Crewmate,Loss,7,Yes,Yes,-,12m 06s,No,0
Crewmate,Loss,0,No,No,-,02m 22s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 02s,No,0
Crewmate,Win,7,Yes,Yes,-,09m 38s,No,0
Crewmate,Win,4,No,Yes,-,06m 39s,No,0
Crewmate,Loss,8,Yes,No,-,15m 42s,No,1
Crewmate,Win,8,Yes,No,-,16m 00s,No,0
Crewmate,Loss,8,Yes,No,-,11m 28s,No,0
Crewmate,Win,8,Yes,Yes,-,16m 02s,No,1
Crewmate,Win,2,No,No,-,01m 17s,No,0
Crewmate,Loss,8,Yes,No,-,15m 23s,No,1
Crewmate,Loss,5,No,Yes,-,12m 16s,No,0
Crewmate,Loss,7,Yes,No,-,18m 30s,No,0
Crewmate,Win,4,No,No,-,13m 29s,No,1
Imposter,Win,-,-,-,2,05m 15s,No,
Crewmate,Win,7,Yes,No,-,14m 52s,No,0
Crewmate,Win,7,Yes,No,-,21m 16s,No,0
Crewmate,Loss,7,Yes,Yes,-,15m 13s,No,1
Crewmate,Win,6,No,No,-,13m 22s,No,0
Crewmate,Loss,7,Yes,Yes,-,13m 52s,No,1
Crewmate,Loss,7,Yes,Yes,-,19m 06s,No,1
Crewmate,Loss,7,Yes,Yes,-,14m 39s,No,1
Crewmate,Loss,7,Yes,Yes,-,14m 25s,No,0
Crewmate,Win,7,Yes,Yes,-,18m 02s,No,0
Crewmate,Loss,7,Yes,Yes,-,19m 21s,No,0
Imposter,Loss,-,-,-,2,11m 02s,No,
Crewmate,Loss,7,Yes,Yes,-,06m 56s,No,0
Crewmate,Win,7,Yes,Yes,-,22m 06s,No,0
Crewmate,Loss,7,Yes,No,-,13m 41s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 27s,No,0
Crewmate,Win,3,No,No,-,05m 10s,No,0
Crewmate,Win,2,No,Yes,-,08m 11s,No,0
Crewmate,Loss,7,Yes,Yes,-,11m 04s,No,0
Imposter,Loss,-,-,-,2,05m 36s,No,
Crewmate,Loss,7,Yes,Yes,-,13m 46s,No,1
Crewmate,Loss,7,Yes,Yes,-,09m 56s,No,0
Imposter,Loss,-,-,-,3,15m 04s,No,
Crewmate,Win,7,Yes,Yes,-,06m 12s,No,1
Crewmate,Win,4,No,No,-,08m 04s,No,1
Crewmate,Loss,9,No,Yes,-,05m 07s,No,0
Crewmate,Win,9,Yes,No,-,10m 38s,No,1
Crewmate,Win,8,Yes,No,-,19m 33s,No,3
Crewmate,Loss,7,Yes,Yes,-,13m 15s,No,0
Crewmate,Win,7,Yes,Yes,-,13m 16s,No,0
Imposter,Loss,-,-,-,1,11m 00s,Yes,
Imposter,Loss,-,-,-,1,18m 01s,Yes,
Imposter,Win,-,-,-,2,14m 25s,No,
Crewmate,Win,7,Yes,No,-,16m 53s,No,2
Crewmate,Win,7,Yes,Yes,-,19m 25s,No,1
Crewmate,Win,7,Yes,Yes,-,08m 26s,No,1
Crewmate,Win,7,Yes,Yes,-,12m 53s,No,0
Crewmate,Win,7,Yes,No,-,12m 21s,No,1
Crewmate,Loss,7,Yes,No,-,04m 54s,No,0
Crewmate,Win,4,No,Yes,-,05m 06s,No,1
Crewmate,Win,7,Yes,No,-,09m 09s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 08s,No,0
Crewmate,Win,8,No,Yes,-,05m 57s,No,0
Crewmate,Win,7,Yes,No,-,17m 29s,No,0
Imposter,Loss,-,-,-,3,06m 51s,No,
Crewmate,Win,7,Yes,No,-,07m 09s,No,0
Crewmate,Win,7,Yes,Yes,-,04m 43s,No,0
Crewmate,Win,2,No,No,-,04m 21s,No,0
Crewmate,Win,8,Yes,Yes,-,10m 00s,No,0
Crewmate,Loss,4,No,Yes,-,03m 47s,No,0
Crewmate,Loss,8,Yes,Yes,-,05m 22s,No,0
Imposter,Loss,-,-,-,0,07m 16s,No,
Imposter,Loss,-,-,-,2,08m 50s,Yes,
Crewmate,Loss,3,No,No,-,01m 06s,No,1
Crewmate,Loss,4,No,No,-,05m 30s,No,0
Crewmate,Win,5,No,No,-,06m 23s,No,0
Crewmate,Loss,3,No,No,-,00m 36s,No,0
Imposter,Win,-,-,-,3,00m 48s,No,
Imposter,Win,-,-,-,2,02m 25s,No,
Imposter,Win,-,-,-,1,04m 51s,No,
Imposter,Win,-,-,-,2,01m 42s,No,
Crewmate,Loss,5,Yes,No,-,07m 19s,No,2
Crewmate,Loss,0,No,No,-,01m 24s,No,1
Crewmate,Loss,3,No,Yes,-,02m 28s,No,2
Crewmate,Loss,8,Yes,Yes,-,20m 49s,No,0
Crewmate,Win,8,Yes,No,-,15m 10s,No,2
Crewmate,Loss,8,Yes,No,-,07m 29s,No,0
Crewmate,Loss,6,No,No,-,05m 50s,No,0
Crewmate,Loss,9,Yes,No,-,21m 03s,No,2
Crewmate,Win,9,Yes,No,-,11m 45s,No,0
Crewmate,Loss,5,Yes,Yes,-,05m 48s,No,0
Crewmate,Win,3,No,No,-,02m 05s,No,1
Crewmate,Loss,4,No,Yes,-,07m 14s,No,1
Crewmate,Loss,4,No,Yes,-,05m 31s,No,1
Imposter,Loss,-,-,-,2,04m 35s,Yes,
